,Name,Networth,Country,Source,Rank,Age,Industry
346,David Reuben ,$7 B,United Kingdom,"investments, real estate",343,83,Real Estate 
347,Simon Reuben ,$7 B,United Kingdom,"real estate, investments",343,80,Diversified 
348,Seo Jung-jin ,$7 B,South Korea,biotech,343,64,Healthcare 
349,Roman Abramovich ,$6.9 B,Russia,"steel, investments",350,55,Diversified 
350,Micky Arison ,$6.9 B,United States,Carnival Cruises,350,72,Service 
351,Edythe Broad & family ,$6.9 B,United States,"homebuilding, insurance",350,86,Diversified 
352,Terry Gou ,$6.9 B,Taiwan,electronics,350,71,Technology 
353,Jiang Bin ,$6.9 B,China,acoustic components,350,55,Technology 
354,Vinod Khosla ,$6.9 B,United States,venture capital,350,67,Technology 
355,Ralph Lauren ,$6.9 B,United States,apparel,350,82,Fashion & Retail 
356,Douglas Leone ,$6.9 B,United States,venture capital,350,64,Finance & Investments 
357,Lucia Maggi & family ,$6.9 B,Brazil,agribusiness,350,89,Diversified 
358,Horst Julius Pudwill ,$6.9 B,Germany,manufacturing,350,77,Manufacturing 
359,Abdulsamad Rabiu ,$6.9 B,Nigeria,"cement, sugar",350,61,Diversified 
360,Harry Stine ,$6.9 B,United States,agriculture,350,80,Food & Beverage 
361,Dennis Washington ,$6.9 B,United States,"construction, mining",350,87,Logistics 
362,Hasmukh Chudgar & family ,$6.8 B,India,pharmaceuticals,363,88,Healthcare 
363,Stanley Druckenmiller ,$6.8 B,United States,hedge funds,363,68,Finance & Investments 
364,Jonathan Gray ,$6.8 B,United States,investments,363,52,Finance & Investments 
365,Kwon Hyuk-bin ,$6.8 B,South Korea,online games,363,48,Technology 
366,Frank Lowy ,$6.8 B,Australia,shopping malls,363,91,Real Estate 
367,Ronda Stryker ,$6.8 B,United States,medical equipment,363,67,Healthcare 
368,Alejandro Bailleres Gual & siblings ,$6.7 B,Mexico,mining,369,61,Diversified 
369,Benu Gopal Bangur ,$6.7 B,India,cement,369,90,Manufacturing 
370,James Goodnight ,$6.7 B,United States,software,369,79,Technology 
371,Alain Merieux & family ,$6.7 B,France,pharmaceuticals,369,84,Healthcare 
372,Enrique Razon Jr. ,$6.7 B,Philippines,ports,369,62,Logistics 
373,Robert F. Smith ,$6.7 B,United States,private equity,369,59,Finance & Investments 
374,Brian Armstrong ,$6.6 B,United States,cryptocurrency,375,39,Finance & Investments 
375,Dannine Avara ,$6.6 B,United States,pipelines,375,58,Energy 
376,Patrick Drahi ,$6.6 B,France,telecom,375,58,Telecom 
377,Scott Duncan ,$6.6 B,United States,pipelines,375,39,Energy 
378,Milane Frantz ,$6.6 B,United States,pipelines,375,52,Energy 
379,Andreas Halvorsen ,$6.6 B,Norway,hedge funds,375,60,Finance & Investments 
380,Law Kar Po ,$6.6 B,Hong Kong,real estate,375,73,Real Estate 
381,Nicolas Puech ,$6.6 B,France,Hermes,375,79,Fashion & Retail 
382,Viktor Rashnikov ,$6.6 B,Russia,steel,375,73,Manufacturing 
383,Dmitry Rybolovlev ,$6.6 B,Russia,fertilizer,375,55,Manufacturing 
384,Randa Duncan Williams ,$6.6 B,United States,pipelines,375,60,Energy 
385,Chen Jianhua ,$6.5 B,China,chemicals,386,51,Manufacturing 
386,John Grayken ,$6.5 B,Ireland,private equity,386,65,Finance & Investments 
387,Ray Lee Hunt ,$6.5 B,United States,"oil, real estate",386,78,Energy 
388,Philippe Laffont ,$6.5 B,United States,hedge fund,386,54,Finance & Investments 
389,"Henry Nicholas, III. ",$6.5 B,United States,semiconductors,386,62,Technology 
390,Axel Oberwelland & siblings ,$6.5 B,Germany,candy,386,55,Food & Beverage 
391,Cliff Obrecht ,$6.5 B,Australia,software,386,36,Technology 
392,John Overdeck ,$6.5 B,United States,hedge funds,386,52,Finance & Investments 
393,Melanie Perkins ,$6.5 B,Australia,software,386,34,Technology 
394,Ruan Hongliang & family ,$6.5 B,China,glass,386,61,Manufacturing 
395,David Siegel ,$6.5 B,United States,hedge funds,386,60,Finance & Investments 
396,David Velez ,$6.5 B,Colombia,fintech,386,40,Finance & Investments 
397,Juergen Blickle ,$6.4 B,Germany,auto parts,398,75,Manufacturing 
398,Cheng Xue ,$6.4 B,China,soy sauce,398,52,Food & Beverage 
399,Jack Dangermond ,$6.4 B,United States,mapping software,398,76,Technology 
400,Jiang Weiping & family ,$6.4 B,China,chemicals,398,67,Manufacturing 
401,Takahisa Takahara ,$6.4 B,Japan,personal care goods,398,60,Fashion & Retail 
402,Orlando Bravo ,$6.3 B,United States,private equity,403,51,Finance & Investments 
403,Hong Ra-hee ,$6.3 B,South Korea,Samsung,403,76,Technology 
404,"Edward Johnson, IV. ",$6.3 B,United States,money management,403,57,Finance & Investments 
405,Li Xiaohua & family ,$6.3 B,China,packaging,403,60,Manufacturing 
406,Sri Prakash Lohia ,$6.3 B,Indonesia,petrochemicals,403,69,Manufacturing 
407,Miao Hangen ,$6.3 B,China,"textiles, petrochemicals",403,57,Diversified 
408,Bobby Murphy ,$6.3 B,United States,Snapchat,403,33,Technology 
409,Wu Jianshu ,$6.3 B,Hong Kong,auto parts,403,58,Automotive 
410,Maria Asuncion Aramburuzabala & family ,$6.2 B,Mexico,"beer, investments",411,58,Food & Beverage 
411,Melinda French Gates ,$6.2 B,United States,Microsoft,411,57,Technology 
412,Bruce Kovner ,$6.2 B,United States,hedge funds,411,77,Finance & Investments 
413,Pham Nhat Vuong ,$6.2 B,Vietnam,diversified,411,53,Diversified 
414,Michal Solowow ,$6.2 B,Poland,investments,411,59,Finance & Investments 
415,Leonard Stern ,$6.2 B,United States,real estate,411,84,Real Estate 
416,Stef Wertheimer & family ,$6.2 B,Israel,metalworking tools,411,95,Manufacturing 
417,Rocco Commisso ,$6.1 B,United States,telecom,418,72,Telecom 
418,Jack Dorsey ,$6.1 B,United States,"Twitter, Square",418,45,Technology 
419,Lin Li ,$6.1 B,China,investments,418,58,Finance & Investments 
420,George Lucas ,$6.1 B,United States,Star Wars,418,77,Media & Entertainment 
421,Evan Spiegel ,$6.1 B,United States,Snapchat,418,31,Technology 
422,Zhao Yan ,$6.1 B,China,biotech,418,55,Diversified 
423,Tom Gores ,$6 B,United States,private equity,424,57,Finance & Investments 
424,Leo Koguan ,$6 B,United States,IT provider,424,67,Technology 
425,Alexei Kuzmichev ,$6 B,Russia,"oil, banking, telecom",424,59,Energy 
426,Fredrik Lundberg ,$6 B,Sweden,"real estate, investments",424,70,Real Estate 
427,John Morris ,$6 B,United States,sporting goods retail,424,74,Fashion & Retail 
428,Ivar Tollefsen ,$6 B,Norway,real estate,424,60,Real Estate 
429,"John, Alan & Bruce Wilson ",$6 B,Australia,retailing,424,64,Fashion & Retail 
430,Stephen Bisciotti ,$5.9 B,United States,"staffing, Baltimore Ravens",431,61,Sports 
431,Mahendra Choksi & family ,$5.9 B,India,paints,431,80,Manufacturing 
432,Jian Jun ,$5.9 B,China,biomedical products,431,58,Healthcare 
433,Barry Lam ,$5.9 B,Taiwan,electronics,431,72,Technology 
434,Michael Moritz ,$5.9 B,United States,venture capital,431,67,Technology 
435,Teh Hong Piow ,$5.9 B,Malaysia,banking,431,92,Finance & Investments 
436,Gary Wang ,$5.9 B,United States,cryptocurrency exchange,431,28,Finance & Investments 
437,Andre Esteves ,$5.8 B,Brazil,banking,438,53,Finance & Investments 
438,Joshua Harris ,$5.8 B,United States,private equity,438,57,Finance & Investments 
439,Rakesh Jhunjhunwala ,$5.8 B,India,investments,438,61,Finance & Investments 
440,Ken Langone ,$5.8 B,United States,investments,438,86,Finance & Investments 
441,Ludwig Merckle ,$5.8 B,Germany,pharmaceuticals,438,57,Finance & Investments 
442,Sandra Ortega Mera ,$5.8 B,Spain,Zara,438,53,Fashion & Retail 
443,Terrence Pegula ,$5.8 B,United States,natural gas,438,71,Energy 
444,Karen Pritzker ,$5.8 B,United States,"hotels, investments",438,64,Finance & Investments 
445,Mitchell Rales ,$5.8 B,United States,"manufacturing, investments",438,65,Manufacturing 
446,Wolfgang Reimann ,$5.8 B,Germany,consumer goods,438,69,Fashion & Retail 
447,Matthias Reimann-Andersen ,$5.8 B,Germany,consumer goods,438,57,Fashion & Retail 
448,Stefan Reimann-Andersen ,$5.8 B,Germany,consumer goods,438,58,Fashion & Retail 
449,Renate Reimann-Haas ,$5.8 B,Germany,consumer goods,438,70,Fashion & Retail 
450,Ruan Liping ,$5.8 B,Hong Kong,power strips,438,58,Manufacturing 
451,Ruan Xueping ,$5.8 B,Hong Kong,power strip,438,50,Manufacturing 
452,Charles Simonyi ,$5.8 B,United States,Microsoft,438,73,Technology 
453,John A. Sobrato & family ,$5.8 B,United States,real estate,438,82,Real Estate 
454,David Steward ,$5.8 B,United States,IT provider,438,70,Technology 
455,Radovan Vitek ,$5.8 B,Czechia,real estate,438,50,Real Estate 
456,Les Wexner & family ,$5.8 B,United States,retail,438,84,Fashion & Retail 
457,Aloys Wobben ,$5.8 B,Germany,wind turbines,438,70,Energy 
458,Sam Zell ,$5.8 B,United States,"real estate, private equity",438,80,Real Estate 
459,Anthony Bamford & family ,$5.7 B,United Kingdom,construction equipment,460,76,Construction & Engineering 
460,Rainer Blickle ,$5.7 B,Germany,auto parts,460,74,Manufacturing 
461,Clive Calder ,$5.7 B,United Kingdom,record label,460,75,Media & Entertainment 
462,Frits Goldschmeding ,$5.7 B,Netherlands,temp agency,460,88,Service 
463,Ananda Krishnan ,$5.7 B,Malaysia,"telecoms, media, oil-services",460,84,Telecom 
464,Joe Mansueto ,$5.7 B,United States,investment research,460,65,Finance & Investments 
465,Odd Reitan & family ,$5.7 B,Norway,"retail, real estate",460,70,Fashion & Retail 
466,Antony Ressler ,$5.7 B,United States,finance,460,60,Finance & Investments 
467,Tang Xiao'ou ,$5.7 B,Hong Kong,software,460,54,Technology 
468,Tse Ping ,$5.7 B,China,pharmaceuticals,460,70,Healthcare 
469,Ken Xie ,$5.7 B,United States,cybersecurity,460,59,Technology 
470,Tilman Fertitta ,$5.6 B,United States,"Houston Rockets, entertainment",471,64,Food & Beverage 
471,Prajogo Pangestu ,$5.6 B,Indonesia,petrochemicals,471,77,Diversified 
472,"Edward Roski, Jr. ",$5.6 B,United States,real estate,471,83,Real Estate 
473,Teddy Sagi ,$5.6 B,Israel,gambling software,471,50,Gambling & Casinos 
474,Thomas Straumann ,$5.6 B,Switzerland,dental implants,471,58,Healthcare 
475,David Sun ,$5.6 B,United States,computer hardware,471,70,Technology 
476,John Tu ,$5.6 B,United States,computer hardware,471,80,Technology 
477,Erich Wesjohann & family ,$5.6 B,Germany,poultry genetics,471,76,Food & Beverage 
478,Xu Jinfu ,$5.6 B,China,chemicals,471,58,Manufacturing 
479,Alexander Abramov ,$5.5 B,Russia,"steel, mining",480,63,Metals & Mining 
480,Neil Bluhm ,$5.5 B,United States,real estate,480,84,Real Estate 
481,Don Hankey ,$5.5 B,United States,auto loans,480,78,Finance & Investments 
482,Kwee brothers ,$5.5 B,Singapore,Real Estate,480,64,Real Estate 
483,Jane Lauder ,$5.5 B,United States,Estée Lauder,480,49,Fashion & Retail 
484,Gwendolyn Sontheim Meyer ,$5.5 B,United States,Cargill,480,60,Food & Beverage 
485,John Reece ,$5.5 B,United Kingdom,chemicals,480,65,Manufacturing 
486,Eric Smidt ,$5.5 B,United States,hardware stores,480,62,Fashion & Retail 
487,Viktor Vekselberg ,$5.5 B,Russia,"metals, energy",480,64,Energy 
488,Ronald Wanek ,$5.5 B,United States,furniture,480,80,Manufacturing 
489,Rene Benko ,$5.4 B,Austria,"real estate, retail",490,45,Real Estate 
490,John Brown ,$5.4 B,United States,medical equipment,490,87,Healthcare 
491,Chen Zhiping ,$5.4 B,China,e-cigarettes,490,46,Manufacturing 
492,Andrew Currie ,$5.4 B,United Kingdom,chemicals,490,66,Manufacturing 
493,Jim Davis & family ,$5.4 B,United States,New Balance,490,78,Manufacturing 
494,Charles Dolan & family ,$5.4 B,United States,cable television,490,95,Media & Entertainment 
495,Tom Golisano ,$5.4 B,United States,payroll services,490,80,Service 
496,Hui Wing Mau ,$5.4 B,Hong Kong,real estate,490,71,Real Estate 
497,Daniel Kretinsky ,$5.4 B,Czechia,"energy, investments",490,46,Energy 
498,Massimiliana Landini Aleotti & family ,$5.4 B,Italy,pharmaceuticals,490,79,Healthcare 
499,Joe Lewis ,$5.4 B,United Kingdom,investments,490,85,Finance & Investments 
500,Li Chunan ,$5.4 B,China,renewable energy,490,53,Manufacturing 
501,Lin Muqin & family ,$5.4 B,China,beverages,490,58,Food & Beverage 
502,Shigenobu Nagamori ,$5.4 B,Japan,motors,490,77,Manufacturing 
503,Kjell Inge Rokke ,$5.4 B,Norway,"shipping, seafood",490,63,Logistics 
504,Wang Wenjing ,$5.4 B,China,business software,490,57,Technology 
505,Chris Xu ,$5.4 B,China,e-commerce,490,38,Fashion & Retail 
506,Samuel Yin ,$5.4 B,Taiwan,retail,490,71,Diversified 
507,M.A. Yusuff Ali ,$5.4 B,India,retail,490,66,Fashion & Retail 
508,Denise Coates ,$5.3 B,United Kingdom,online gambling,509,54,Gambling & Casinos 
509,Ken Fisher ,$5.3 B,United States,money management,509,71,Finance & Investments 
510,Peter Grogg ,$5.3 B,Switzerland,biochemicals,509,80,Healthcare 
511,Dietmar Hopp & family ,$5.3 B,Germany,software,509,81,Technology 
512,Sumet Jiaravanon ,$5.3 B,Thailand,diversified,509,87,Diversified 
513,Nathan Kirsh ,$5.3 B,Eswatini (Swaziland),"retail, real estate",509,90,Fashion & Retail 
514,Forrest Li ,$5.3 B,Singapore,gaming,509,44,Media & Entertainment 
515,Rudolf Maag ,$5.3 B,Switzerland,medical devices,509,76,Healthcare 
516,Gary Rollins ,$5.3 B,United States,pest control,509,77,Service 
517,Ugur Sahin ,$5.3 B,Germany,biotechnology,509,56,Healthcare 
518,Mark Scheinberg ,$5.3 B,Canada,online gambling,509,48,Gambling & Casinos 
519,Shen Guojun ,$5.3 B,China,retail,509,59,Fashion & Retail 
520,Chip Wilson ,$5.3 B,Canada,Lululemon,509,65,Fashion & Retail 
521,Zhang Yong ,$5.3 B,Singapore,restaurants,509,51,Food & Beverage 
522,James Chambers ,$5.2 B,United States,"media, automotive",523,64,Media & Entertainment 
523,Chen Fashu ,$5.2 B,China,investments,523,61,Finance & Investments 
524,Jaran Chiaravanont ,$5.2 B,Thailand,diversified,523,92,Diversified 
525,Ravi Jaipuria ,$5.2 B,India,"soft drinks, fast food",523,67,Food & Beverage 
526,Koon Poh Keong ,$5.2 B,Malaysia,aluminum,523,60,Manufacturing 
527,Li Liangbin ,$5.2 B,China,lithium,523,54,Manufacturing 
528,Liang Feng ,$5.2 B,China,manufacturing,523,53,Manufacturing 
529,Wolfgang Marguerre & family ,$5.2 B,Germany,pharmaceuticals,523,80,Healthcare 
530,Katharine Rayner ,$5.2 B,United States,"media, automotive",523,77,Media & Entertainment 
531,Carlos Rodriguez-Pastor ,$5.2 B,Peru,finance,523,62,Finance & Investments 
532,Margaretta Taylor ,$5.2 B,United States,"media, automotive",523,79,Media & Entertainment 
533,You Xiaoping ,$5.2 B,China,"chemicals, spandex",523,64,Manufacturing 
534,Eric Yuan & family ,$5.2 B,United States,Zoom Video Communications,523,52,Technology 
535,Robert Bass ,$5.1 B,United States,"oil, investments",536,74,Energy 
536,Alexandre Behring ,$5.1 B,Brazil,investments,536,55,Finance & Investments 
537,Chan Laiwa & family ,$5.1 B,China,real estate,536,81,Real Estate 
538,Jeff Greene ,$5.1 B,United States,"real estate, investments",536,67,Real Estate 
539,Montri Jiaravanont ,$5.1 B,Thailand,diversified,536,91,Diversified 
540,Charles B. Johnson ,$5.1 B,United States,money management,536,89,Finance & Investments 
541,Elizabeth Johnson ,$5.1 B,United States,money management,536,58,Finance & Investments 
542,Lin Bin ,$5.1 B,United States,smartphones,536,54,Technology 
543,Hiroshi Mikitani ,$5.1 B,Japan,online retail,536,57,Fashion & Retail 
544,Isaac Perlmutter ,$5.1 B,United States,Marvel comics,536,79,Media & Entertainment 
545,Michael Pieper ,$5.1 B,Switzerland,kitchen appliances,536,76,Manufacturing 
546,Issad Rebrab & family ,$5.1 B,Algeria,food,536,78,Food & Beverage 
547,Tsai Hong-tu ,$5.1 B,Taiwan,finance,536,69,Finance & Investments 
548,Richard Tsai ,$5.1 B,Taiwan,finance,536,64,Finance & Investments 
549,Wang Junshi & family ,$5.1 B,China,solar inverters,536,73,Manufacturing 
550,Wang Yanqing & family ,$5.1 B,China,electrical equipment,536,55,Manufacturing 
551,Shari Arison ,$5 B,Israel,Carnival Cruises,552,64,Service 
552,Alain Bouchard ,$5 B,Canada,convinience stores,552,73,Fashion & Retail 
553,"Austen Cargill, II. ",$5 B,United States,Cargill,552,71,Food & Beverage 
554,"James Cargill, II. ",$5 B,United States,Cargill,552,72,Food & Beverage 
555,Ben Chestnut ,$5 B,United States,email marketing,552,47,Technology 
556,Wei Fang ,$5 B,China,steel,552,48,Manufacturing 
557,Leonid Fedun ,$5 B,Russia,oil,552,66,Energy 
558,Johann Graf ,$5 B,Austria,gambling,552,75,Gambling & Casinos 
559,Huang Chulong ,$5 B,Canada,real estate,552,63,Real Estate 
560,Huang Yi ,$5 B,Hong Kong,car dealerships,552,60,Automotive 
561,Vladimir Kim ,$5 B,Kazakhstan,mining,552,61,Metals & Mining 
562,Dan Kurzius ,$5 B,United States,email marketing,552,50,Technology 
563,Ronald Lauder ,$5 B,United States,Estee Lauder,552,78,Fashion & Retail 
564,Marianne Liebmann ,$5 B,United States,Cargill,552,68,Food & Beverage 
565,Tobi Lutke ,$5 B,Canada,e-commerce,552,41,Technology 
566,Thomas Pritzker ,$5 B,United States,"hotels, investments",552,71,Finance & Investments 
567,Scott Shleifer ,$5 B,United States,private equity,552,44,Finance & Investments 
568,Autry Stephens ,$5 B,United States,oil,552,83,Energy 
569,Peter Thiel ,$5 B,United States,"Facebook, investments",552,54,Finance & Investments 
570,Tsai Cheng-ta ,$5 B,Taiwan,finance,552,72,Finance & Investments 
571,Maximilian Viessmann ,$5 B,Germany,"heating, cooling equipment",552,64,Manufacturing 
572,Hansjoerg Wyss ,$5 B,Switzerland,medical devices,552,87,Healthcare 
573,Xiao Yongming & family ,$5 B,China,fertilizer,552,57,Diversified 
574,Zhang Tao ,$5 B,China,e-commerce,552,49,Fashion & Retail 
575,Daniel Ziff ,$5 B,United States,investments,552,50,Finance & Investments 
576,Dirk Ziff ,$5 B,United States,investments,552,58,Finance & Investments 
577,Robert Ziff ,$5 B,United States,investments,552,55,Finance & Investments 
578,Kapil & Rahul Bhatia ,$4.9 B,India,airlines,579,64,Service 
579,Mat Ishbia ,$4.9 B,United States,mortgage lender★,579,42,Finance & Investments 
580,"Robert Rich, Jr. ",$4.9 B,United States,frozen foods,579,81,Food & Beverage 
581,Thomas Schmidheiny ,$4.9 B,Switzerland,cement,579,76,Construction & Engineering 
582,Alexandra Schoerghuber & family ,$4.9 B,Germany,real estate,579,63,Real Estate 
583,Erik Selin ,$4.9 B,Sweden,real estate,579,54,Real Estate 
584,Daniel Tsai ,$4.9 B,Taiwan,finance,579,65,Finance & Investments 
585,Dona Bertarelli ,$4.8 B,Switzerland,biotech,586,54,Healthcare 
586,Andrei Guriev & family ,$4.8 B,Russia,fertilizers,586,62,Manufacturing 
587,Luciano Hang ,$4.8 B,Brazil,department stores,586,59,Fashion & Retail 
588,Hu Baifan ,$4.8 B,China,pharmaceuticals,586,59,Healthcare 
589,Bidzina Ivanishvili ,$4.8 B,Georgia,investments,586,66,Finance & Investments 
590,Yeow Chor & Yeow Seng Lee ,$4.8 B,Malaysia,"palm oil, property",586,64,Food & Beverage 
591,Leng Youbin ,$4.8 B,China,infant formula,586,53,Food & Beverage 
592,Theo Mueller ,$4.8 B,Germany,dairy,586,82,Food & Beverage 
593,"Julian Robertson, Jr. ",$4.8 B,United States,hedge funds,586,89,Finance & Investments 
594,Marc Rowan ,$4.8 B,United States,private equity,586,59,Finance & Investments 
595,Emanuele (Lino) Saputo & family ,$4.8 B,Canada,cheese,586,85,Food & Beverage 
